,can_smiles,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,c_NO2,NO2_content,benzene_ono2,benzene_1no2,benzene_2no2,benzene_3no2,benzene_4no2,six_N1_0no2,six_N1_1no2,six_N1_2no2,six_N1_3no2,six_N2_0no2,six_N2_1no2,six_N2_2no2,six_N2_3no2,six_N3_0no2,six_N3_1no2,six_N3_2no2,six_N3_3no2,six_N4_0no2,six_N4_1no2,five_N1_0no2,five_N1_1no2,five_N1_2no2,five_N1_3no2,five_N1_4no2,five_N2_0no2,five_N2_1no2,five_N2_2no2,five_N2_3no2,five_N2_4no2,five_N3_0no2,five_N3_1no2,five_N3_2no2,five_N3_3no2,five_N3_4no2,five_N4_0no2,five_N4_1no2,five_N4_2no2,five_N4_3no2,five_N4_4no2,ring_content,con_rings,axis_symmetry,count_3n,T,bde_gnn
197,CN(Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1Cl)[N+](=O)[O-],0,12,0,0,0,0,1,1,8,0,13,1,5,0,0,0,0,3,0,0,280.584,0.4690535161203273,-0.357561345,10.595883408919123,0.5062811791383219,-1.090601852,150.48000000000002,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,1,0,0,1.0512654320987656,0,-0.568935185,0,0,0,0,0,0,0,-2.72170131,0,0,0,0,0,0,0,0,0,0,0,3.2507407407407407,0.5062811791383219,-2.987623457,0.5978395061728397,0,0,31.48041698160745,0,0,0,5.5224102418745264,0,0,0.391471069777939,0.7335127667012675,2403.316538474804,0.6813405468370525,0.2993755880591909,-0.37065549,5,5,6,6,1,0,0,0,2,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,214,183.34982
198,O=[N+]([O-])c1nn(C(F)([N+](=O)[O-])[N+](=O)[O-])c2c([N+](=O)[O-])nn(C(F)([N+](=O)[O-])[N+](=O)[O-])c12,0,22,0,0,0,0,2,2,16,0,24,2,8,0,0,0,0,6,0,0,442.1200000000002,0.7522038546818841,-0.357685506,14.500992693373648,1.1920521541950109,-5.201052532,294.48,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.190648148,-3.984583333,-10.40210506,0,0,0,0,0,0,0,0,0,4.96286470143613,0,-13.04915848,-2.384104308,0,0,65.60620795540439,0,0,29.001985386747293,0,0,0,0.3738749677444637,0.7929053052613502,5000.98833019874,0.7244996342618216,0.3166561114629511,0,6,0,12,10,0,0,0,2,2,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,213,102.96088
199,Nc1c([N+](=O)[O-])nc([N+](=O)[O-])c(N)[n+]1[O-],4,11,0,0,0,0,1,1,8,2,11,1,2,0,0,2,0,2,0,0,216.113,0.4413074541197581,-0.739478382,11.036851851851852,0.316203703703704,-1.114907407,178.15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.011111111,0,0,0,9.9941761148904,0,0,0,0,0,0,0,2.962685185185185,0,-2.229814815,-0.316203704,0,0,20.61504157218443,0,0,0,0,0,0,0.3917397626830181,0.6363871577797197,1564.9746470604057,0.2006406238162973,0.3886855487638411,-0.370176713,4,4,5,6,0,0,0,0,2,0.4210526315789473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,342,297.7993
200,Nc1nnc2nnc([N+](=O)[O-])n2n1,2,10,0,0,0,0,2,2,9,1,10,2,1,0,0,1,0,1,0,0,182.103,0.4843189744151738,-0.389716544,10.340542328042329,0.0686111111111109,-0.741944444,138.01999999999998,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72962963,-0.068611111,0,0,5.168384353741496,0,0,0,0,0,0,0,16.882845804988662,0,-0.741944444,0.8078703703703702,0,0,10.340542328042329,0,0,0,0,0,0,0.3099414486806067,0.6900585513202784,1080.089679930517,1.3936284689648792e-06,0.6150365452518628,-0.439311818,3,2,2,8,0,0,0,0,1,0.2666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,2,0,0,213,245.8412
201,[N-]=[N+]=Nc1ncn(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)n1,0,12,0,0,0,1,1,2,8,0,15,2,4,0,0,0,0,2,2,1,344.169,0.4185005466915864,-0.258305777,13.187037824389016,0.136158194759385,-5.156028715,165.75000000000006,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1.1430108339632143,0,0,0,0,-5.674885204,0,-5.156028715,0,0,0,0,0,0,0,0,2.9431501952632906,6.743887156714538,0,-2.425347943,0.3558489229024941,0,0,21.77141548750405,0,0,39.56111347316705,0,0,0,0.3704885959049169,0.7783529951660118,3886.398685436459,0.7110435862195573,0.3254215225659487,-0.720576229,9,3,4,8,0,0,0,0,2,0.2962962962962963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1851851851851851,0,0,1,213,181.90173
202,Nc1nn(N)nc1[N+](=O)[O-],4,8,0,0,0,0,1,1,7,2,8,1,1,0,0,2,0,1,0,0,144.094,0.43604640270056,-0.374893086,9.98925925925926,0.2847222222222216,-0.758240741,125.89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.810185185,0,0,0,9.953425925925927,0,0,0,0,0,0,0,6.42074074074074,0,-0.758240741,0.549074074074074,0,0,9.98925925925926,0,0,0,0,0,0,0.3161903761931547,0.6838096238858995,685.8123758230724,7.236981026826488e-06,0.5829527947034573,-0.44415451,2,4,2,6,0,0,0,0,1,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,212.1,318.42493
203,Nc1nc(N)c([N+](=O)[O-])[n+]([O-])c1[N+](=O)[O-],4,11,0,0,0,0,1,1,8,2,11,1,2,0,0,2,0,2,0,0,216.113,0.5609729444930784,-0.608718073,11.126851851851852,0.5717592592592595,-1.226018519,178.14999999999998,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.011111111,0,0,0,10.031953892668175,0,0,0,0,0,0,0,3.1282407407407407,0,-2.357592593,-0.571759259,0,0,20.66004157218443,0,0,0,0,0,0,0.3471997027338023,0.7124231544024411,1464.0905869887013,0.2225612749796644,0.3886855487638411,-0.370176713,4,4,5,6,0,0,0,0,2,0.4210526315789473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,212,283.82263
204,O=C(NC(=O)OCC(F)([N+](=O)[O-])[N+](=O)[O-])NC(=O)OCC(F)([N+](=O)[O-])[N+](=O)[O-],2,19,0,0,0,0,0,0,13,2,21,0,8,0,2,0,0,4,0,0,420.1500000000002,0.6483674422565144,-0.429315489,13.264206034225772,1.0185452097505665,-4.442190629,266.29,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,7,2,0,2,0,0,0,0,0,-4.181348367,0,0,0,0,0,0,-5.966461719,0,0,-8.884381258,0,0,0,0,2.037090419501133,0,0,0,0,0,0,-8.200113273,0,0,0,73.96074666888623,7.398423083650356,0,26.52841206845154,0,0,0,0.0954653066463744,0.9598948330159276,11156.164341916618,0.5814433245151525,0.1999285969296679,-0.15232655,7,6,13,6,0,0,0,2,0,0.4117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,169.5889
205,CN(Cn1nc([N+](=O)[O-])n(CN(C)[N+](=O)[O-])c1=O)[N+](=O)[O-],0,15,0,0,0,0,1,1,10,0,15,1,7,0,0,0,0,3,0,0,306.19500000000005,0.4609087096540703,-0.389769727,11.870833333333334,0.4271683673469386,-1.079537037,175.71999999999997,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,4,0,0,0,0,0,0,2.02489134542706,0,-1.382760771,0,0,0,0,0,0,0,-0.953288927,0,0,0,0,0,0,0,0,0,0,0,3.316688397581255,0.9001158982111359,-2.741134732,0.8941515495086922,0,0,43.61252047115142,0,0,0,0,0,0,0.4960410303889149,0.8034112810308583,2588.315706774992,0.9433599273554776,0.3657799768121624,-0.522542824,6,10,7,8,2,0,0,0,1,0.3870967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,211,148.0627
206,Cc1nn(-c2n[n+]([O-])c(N)[n+]([O-])n2)c(C)c1[N+](=O)[O-],2,12,0,0,0,0,2,2,9,1,12,2,2,1,0,1,0,1,0,0,268.193,0.5812812863581842,-0.653630068,11.215607520786092,0.090066137566138,-0.764091816,166.64,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3,0,0,1,0,0,0,0,0,0,2.8031454711514234,0,0,0,0,0,0,0,0,0,-1.214723902,0,0,0,5.0882432602670695,0,0,0,0,0,0,0,10.539172335600908,0,-0.62304784,0.6437962962962964,0,0,10.832766334929032,0,0,0,0,0,0,0.1742741770541832,0.8343644087125511,3183.4027006096794,0.2952519936301083,0.4176097064427485,-0.835219413,7,8,4,8,0,0,0,0,1,0.1481481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0,0,211,264.9843
207,O=[N+]([O-])c1n[nH]c(-c2n[nH]nc2[N+](=O)[O-])n1,2,12,0,0,0,0,2,2,8,2,12,2,3,0,2,0,0,2,0,0,226.112,0.4909768955425006,-0.38969128,10.48397156084656,0.2017129629629626,-0.841352986,169.42000000000002,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.739726002,0,0,0,0,0,0,0,4.172403155706727,0,0,0,13.33484977324263,0,-1.639778912,0,0,0,20.769459325396824,0,0,0,0,0,0,0.1992833400813155,0.834863690388003,2075.0880112551044,0.320105356120087,0.4953297480894423,-0.353806963,4,2,4,8,0,0,0,0,2,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,210.83,241.78839
208,Nc1c([N+](=O)[O-])nn(Cc2noc([N+](=O)[O-])n2)c1[N+](=O)[O-],2,15,0,0,0,0,2,2,12,1,15,2,5,0,0,1,0,3,0,0,300.14700000000005,0.5686084868854184,-0.384624301,10.851810830813807,0.3312981859410431,-1.002471419,212.18,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,3,1,0,0,3,0,1,0,0,0,0,0,0,-0.563796296,0,0,0,0,0,0,0,-3.776554548,0,0,0,5.273945184555304,0,0,0,0,0,0,0,9.852673847316703,0,-2.952232064,0.5436961451247164,0,0,31.854377283320733,0,4.246846497858403,0,0,0,0,0.244334364691843,0.8547266118667066,3616.505024281511,0.8128191593397625,0.3731504895934326,-0.37315049,6,4,7,8,0,0,0,0,3,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.5,242.74403
209,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0,12,0,1,1,0,0,0,6,0,12,1,3,0,0,0,0,3,0,0,222.117,0.2121302706465247,-0.234539305,10.323611111111113,0.3701388888888888,-0.924444444,139.14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,-1.77875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1104166666666668,-2.773333333,0,0,0,30.97083333333333,0,0,0,0,0,0,0.5048269676815945,0.5409679676480901,1756.0504548362842,0.5012256027209018,0.3781790677885978,-0.216102324,3,6,6,6,3,0,0,0,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,210,156.02768
210,Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c2[nH]nnc12,3,10,0,0,0,1,1,2,7,2,10,2,2,0,1,1,0,2,2,1,224.136,0.3030953493319497,-0.391253658,10.665576341647771,0.0341666666666664,-0.809074074,153.87,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7753240740740739,0,0,0,0,-1.297824074,-0.116666667,0,0,5.446625094482237,0,0,0,2.2710950491307638,0,0,0,6.78849395313681,0,-1.578287037,0,0,0,21.27228647014361,0,0,0,0,0,0,0.3999117888412338,0.6194857850030536,1730.8131715061716,0.1338073678311157,0.3747724595781132,-0.713852304,6,4,4,6,0,0,0,0,2,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,2,0,0,341,283.95215
211,O=[N+]([O-])/N=c1\[nH]nc(-c2n[nH]/c(=N\[N+](=O)[O-])o2)o1,2,14,0,0,0,0,2,2,8,2,14,2,3,0,2,0,0,2,0,0,258.11,0.3863814232596715,-0.394695159,10.035789565456325,0.2947704081632647,-1.003985252,194.64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.589540816,0,0,0,0,0,0,0,4.164476095993953,0,0,5.573965734441925,6.908686696900983,0,-2.007970505,0,0,0,20.07157913091265,0,9.472104119425548,0,0,0,0,0.0416660338809027,0.9619419411849528,4238.680060484845,0.0832286756525196,0.4339235209794274,-0.185967223,4,2,6,8,2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,210,188.07216
212,CN(Cn1nc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],0,12,0,0,0,0,1,1,8,0,12,1,5,0,0,0,0,3,0,0,246.139,0.4198653453774123,-0.357801514,10.542785336356763,0.5036961451247164,-0.920972222,150.48000000000002,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,1.052816515495087,0,-0.572268519,0,0,0.6327239229024944,0,0,0,0,-1.43162226,0,0,0,0,0,0,0,0,0,0,0,3.283148148148148,0.5036961451247164,-2.65209845,0.5703703703703704,0,0,31.22328373015873,0,0,0,0,0,0,0.403475614628202,0.7318867147286459,1953.3189436511632,0.6706578226533807,0.34127058288203,-0.455027444,5,6,6,6,1,0,0,0,2,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,210,137.7591
213,O=[N+]([O-])c1noc(Nc2nnc3nnc([N+](=O)[O-])n3n2)n1,1,16,0,0,0,0,3,3,14,1,16,3,4,0,1,0,0,2,0,0,295.135,0.5116351555235338,-0.389716544,10.681736146249133,0.2048521877886955,-0.873401798,206.09,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,7,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13536995,-0.204852188,0,0,0,0,0,2.298826530612245,0,0,0,0,23.734588270442345,0,-1.696814436,0.7084470269589318,0,0,21.06172140389673,0,4.505065271478962,0,0,0,0,0.189105980553932,0.8108940194909968,4031.760417300025,1.361983496121009e-05,0.5217951107120471,-0.298168635,5,1,5,11,0,0,0,0,2,0.3636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2727272727272727,2,0,0,209.8,230.8571
214,O=[N+]([O-])c1n[nH]nc1-c1nc(/N=N\c2n[nH]c(-c3n[nH]nc3[N+](=O)[O-])n2)n[nH]1,4,20,0,0,0,0,4,4,14,4,20,4,6,0,4,0,0,2,0,0,388.22800000000007,0.4209759064324204,-0.357684222,10.84464258276904,0.0663907961026462,-0.749198737,277.28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,2,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.973537415,0,0,0,0,0,0,0,9.008248503289156,0,0,7.308601505416982,29.109847883428472,0,-1.498397475,0,0,0,21.68928516553808,0,0,0,0,0,0,0.2576868278796286,0.7720249726300557,6653.20518549836,0.4705423567814852,0.576980537210093,-0.576980537,8,4,4,16,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.3125,0,0,0,209.5,275.75916
215,O=[N+]([O-])C(CNc1nonc1/[N+]([O-])=N\c1nonc1Cl)([N+](=O)[O-])[N+](=O)[O-],1,19,0,0,0,0,2,2,15,1,20,2,8,0,1,0,0,3,0,0,394.60400000000016,0.716788612229432,-0.690258273,11.850117000503904,0.2952314814814816,-3.846806723,257.72,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,4,0,3,0,0,0,3,0,2,0,1,0,0,0,0,-1.49868514,0,0,0,0,0,0,0,-2.392606405,0,-3.846806723,0,0,0,0,1.866849017384732,0,0,0,3.2457837301587302,12.488976987718871,0,-5.186429503,0,0,0,32.4707154745507,0,8.370449326156848,0,5.483930019172924,0,0,0.1929117256819761,0.9620169620695378,6357.138520707457,0.8756537794188086,0.3547860640034058,-0.182461404,6,3,9,10,0,0,1,0,0,0.3448275862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3448275862068966,0,0,0,209.2,131.95483
216,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0,18,0,0,0,1,0,1,13,0,18,1,12,0,0,0,0,3,3,1,406.22000000000014,0.3060437720939147,-0.356452495,11.29463640085664,0.456398966994205,-1.190117254,237.4,0,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,5,2,0,0,0,0,0,0,0,-2.531139613,0,0,0.91279793398841,0,0,0,0,-3.795471099,0,0,0,0,0,0,0,0,0,0,0,0,0.7847146636432349,-5.731507483,0,0,0,53.97181986844324,8.083632527084909,0,0,0,0,0,0.5338278275488032,0.7945721996071615,5186.088790428999,1.156507324476978,0.2067845010093053,-0.512037812,10,10,12,6,0,2,0,0,3,0.5263157894736842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,208.8,154.42387
217,O=C(OCC(F)([N+](=O)[O-])[N+](=O)[O-])c1cc(C(=O)OCC(F)([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],0,22,0,0,0,1,0,1,16,0,24,1,12,0,0,0,0,6,2,0,528.2020000000003,0.6483025473546079,-0.442013195,13.774108579355136,0.0859164777021921,-4.636406308,311.43999999999994,0,0,2,0,0,2,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,2,0,2,0,0,0,0,0,-4.563897655,0,0,-0.196446208,0,0,0,-4.34852899,-6.153711446,0,-9.272812617,0,0,0,0,0,0,0,0,0,0,0,-11.56185667,0,0,0,88.68233433725376,7.91321238826109,0,27.548217158710276,0,0,0,0.1510860362154755,0.918513564811296,13195.05796661582,0.7125203042260703,0.1590300680421504,-0.333205857,12,6,16,6,0,0,0,2,2,0.5238095238095238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,208.3,182.87325
218,O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,20,0,0,0,2,0,2,14,1,20,2,9,0,1,0,0,6,6,2,466.2350000000002,0.30771922316677,-0.265943637,11.228527038404383,0.37661753590325,-1.213660242,283.23,0,0,0,0,1,4,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.3837862181909799,1.5411923658352218,0,0,0,0,-8.426935848,0,0,0,0,0,0,1.813289635298564,0,0,0,3.300631141345427,0,0,-7.070506084,0,0,0,66.64593795225218,0,0,0,0,0,0,0.2551792076437968,0.9307041599170748,8720.180738387346,0.9934284052801065,0.2402222055401245,-0.583396785,13,6,12,8,0,0,0,0,6,0.6153846153846154,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,251.88768
219,Nc1c([N+](=O)[O-])nn(Cc2nnn[nH]2)c1[N+](=O)[O-],3,13,0,0,0,0,2,2,10,2,13,2,4,0,1,1,0,2,0,0,255.154,0.4430722239169929,-0.384624313,10.787265684051398,0.1486092214663645,-0.905288171,184.58,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,-0.234768519,0,0,0,0,0,0,0,-1.930326909,0,0,0,5.306437074829931,0,0,0,2.343395219198791,0,0,0,13.446271101033004,0,-1.767261905,0.7456944444444442,0,0,21.378613079491057,0,0,0,0,0,0,0.3296522270309246,0.8077673960143077,2158.963063656732,0.7236768723432808,0.4938194188607663,-0.533011436,5,5,4,9,0,0,0,0,2,0.3478260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.217391304347826,0,0,0,208,269.97693
220,O=C(OCC(F)([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC(F)([N+](=O)[O-])[N+](=O)[O-],0,16,0,0,0,0,0,0,12,0,18,0,8,0,0,0,0,4,0,0,362.11000000000007,0.6483072597720024,-0.437378527,13.181541175124778,2.099527965570984,-4.512440004,225.16,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,2,0,2,0,0,0,0,0,-4.404417832,0,0,0,0,0,0,-4.704127929,0,0,-9.024880008,0,0,0,0,0,0,0,0,0,0,0,-8.398111862,0,0,0,62.37781891008623,7.087571806500378,0,26.36308235024956,0,0,0,0.1347804329039649,0.9756958818031078,6160.303331751875,0.7254041929285053,0.15464913976416,-0.088370937,6,4,12,4,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.7,124.24356
221,O=[N+]([O-])c1c[nH]nc1-c1nnc(-c2n[nH]cc2[N+](=O)[O-])o1,2,13,0,0,0,0,3,3,9,2,13,3,4,0,2,0,0,2,0,0,292.17100000000005,0.3192493223550692,-0.4124501,10.784128453850675,0.1695011337868475,-0.6808516,182.56,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2.10357457797934,0,0,0,0,-1.566825449,0,0,0,0,0,0,0,4.6046771856890905,0,0,0,14.42580010707987,0,-1.3617032,0,0,0,21.568256907701358,0,5.157962962962963,0,0,0,0,0.1808938725390796,0.8298328212421181,3878.451595665334,0.1389187999380563,0.3833371552960424,-0.71191186,8,4,5,8,0,0,0,0,2,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,338,266.87006
222,Nc1nc(NC(=O)N[N+](=O)[O-])n/c(=N/[N+](=O)[O-])n1O,5,15,0,0,0,0,1,1,10,4,15,1,3,0,2,1,0,2,0,0,275.141,0.3789998795447932,-0.421996735,10.934110922146637,0.014497984378937,-1.326719577,216.73,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,1,2,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.326719577,-1.324302721,0,0,0,5.147818405139834,0,0,2.957080026455026,0,0,0,2.6471902557319225,6.529926303854875,0,-2.341740756,-0.014497984,0,9.182343553162006,31.019107142857145,0,0,0,0,0,0,0.1904162608093664,0.8276651744265969,3746.803583071911,0.2031684625963647,0.4579470162571192,-0.261684009,4,5,6,9,2,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,157,152.29941
