,can_smiles,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,c_NO2,NO2_content,benzene_ono2,benzene_1no2,benzene_2no2,benzene_3no2,benzene_4no2,six_N1_0no2,six_N1_1no2,six_N1_2no2,six_N1_3no2,six_N2_0no2,six_N2_1no2,six_N2_2no2,six_N2_3no2,six_N3_0no2,six_N3_1no2,six_N3_2no2,six_N3_3no2,six_N4_0no2,six_N4_1no2,five_N1_0no2,five_N1_1no2,five_N1_2no2,five_N1_3no2,five_N1_4no2,five_N2_0no2,five_N2_1no2,five_N2_2no2,five_N2_3no2,five_N2_4no2,five_N3_0no2,five_N3_1no2,five_N3_2no2,five_N3_3no2,five_N3_4no2,five_N4_0no2,five_N4_1no2,five_N4_2no2,five_N4_3no2,five_N4_4no2,ring_content,con_rings,axis_symmetry,count_3n,T,bde_gnn
884,N/N=C(/C1=NNC(/C(=N/N)c2ncn[nH]2)=NN1)c1ncn[nH]1,8,14,0,1,1,0,2,2,12,6,14,3,4,0,4,2,0,0,0,0,302.266,0.1977481320839058,-0.322442258,5.328726736460322,0.2332790060468632,0.2332790060468632,208.68,0,0,0,0,0,2,0,0,0,4,2,0,0,0,2,0,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.629201019505853,0,0,0,0.9363774985302772,0.6613888888888895,0,0,0,10.657453472920643,0,0,5.327314814814815,5.234026465524481,0,0,15.271040564373898,15.28319727544114,0,0,0,0,0,0,0,0,0,0,0,0,0.1509710308219748,0.8759946765447135,4763.922556628368,0.4542905565568388,0.6484354839776888,-1.111603687,8,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,240,286.604
885,N(=N/c1nnc2nnc(Nc3nnn[nH]3)nn12)\c1nnc2nnc(Nc3nnn[nH]3)nn12,4,24,0,0,0,0,6,6,22,4,24,6,6,0,4,0,0,0,0,0,436.2880000000001,0.2921428309849567,-0.289052805,4.152749463472768,0.0291731574402021,-0.029173157,295.42,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,2,0,0,2,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4505971999848293,0.1434092707139111,0,0,0,0,0,5.4217363707305015,4.9871929693766806,0,0,7.936504314688839,60.026864978732426,0,0,2.3670282291061517,0,0,0,0,0,0,0,0,0,0.1932250928061497,0.8133359084311086,10220.77569796995,0.2530511505189894,0.7701334898048994,-0.66011442,8,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0.8888888888888888,2,0,0,240,212.1288
886,FC(F)(F)c1nc(-c2conc2/N=N\c2nonc2-c2noc(C(F)(F)F)n2)no1,0,13,0,0,0,0,4,4,13,0,19,4,4,0,0,0,0,0,0,0,437.17600000000016,0.47118311136892,-0.361675384,12.565599193656242,0.2408121663623099,-4.903202581,167.51,0,0,0,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0.8572559970192544,0,0,0,0,-6.126087667,0,-9.786891847,0,0,0,0,0,0,0,0,7.066564862055933,22.392395448532334,0,0,0,0,0,0,0,17.0768925339937,75.35320400547486,0,0,0,0.1879650636725557,0.8716700058822834,10463.040505494922,0.6793752149099631,0.28821344264095,-0.677072849,11,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6451612903225806,0,0,0,240,202.5056
887,NC(=O)Nc1nonc1NC(N)=O,6,9,0,0,0,0,1,1,5,4,9,1,2,0,2,2,0,0,0,0,186.131,0.3174847874539117,-0.351330476,10.362385204081631,0.1052777777777773,-0.858129252,149.16,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.716258503,-0.210555556,0,0,0,9.559821428571428,0,0,4.119907407407407,0,0,0,0,6.48212962962963,0,0,0,0,0,20.724770408163263,0,4.206851851851852,0,0,0,0,0.2146920185797285,0.7853079814440175,1534.2618335056682,1.0213222071958713e-05,0.4512950556328606,-0.687687704,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631578947368421,1,1,0,239,399.1536
888,Nc1nnc2c3nnc(N)n3c3nonc3n12,4,11,0,0,0,0,4,4,11,2,11,4,0,0,0,2,0,0,0,0,232.167,0.2311703865204413,-0.367525279,5.690527210884353,0.1571957671957675,0.1571957671957675,151.34,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3143915343915353,1.4655555555555573,0,0,11.381054421768706,0,0,0,0,0,0,0,22.737887377173088,0,0,2.9350925925925924,0,0,0,0,4.666018518518518,0,0,0,0,0.3788274898035971,0.6211725103957653,1655.5650637529693,2.3215581047088103e-05,0.6030142095991247,-0.895906826,6,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,0,238,404.5928
889,Nc1[n+]([O-])nc(-n2cccn2)n[n+]1[O-],2,9,0,0,0,0,2,2,7,1,9,2,1,0,0,1,0,0,0,0,195.142,0.5812812835598431,-0.653630069,10.934452003023432,0.0168518518518516,-0.638049887,123.5,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.555088813303099,0,0,0,0,-0.782309146,0,0,0,5.0503911564625845,0,0,0,0,0,0,0,10.506073318216176,0,0,1.135185185185185,0,0,0,0,0,0,0,0,0,0.2079148548988957,0.7920851451040802,1492.3069267497756,3.2613657854249934e-06,0.5021983991144908,-0.860911541,5,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527,0,0,0,237,259.408
890,N#Cc1nonc1/N=N\c1nonc1C#N,0,10,0,0,0,0,2,2,10,0,10,2,2,0,0,0,2,0,0,0,216.12,0.2555285964635189,-0.240845318,8.552277966742253,0.1163057445200299,-0.126192838,150.14,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.377347726127488,0,-0.484997166,0,0,0,0,0,0,0,0,17.104555933484505,0,7.019259259259259,13.12594954648526,0,0,0,0,0,0,0,8.524551366843033,0,0,0,0,0.2231798939603743,0.8732323757410823,1914.996129016702,0.5317967413517678,0.518230612622617,-0.740329447,6,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,1,0,234,203.3424
891,Nc1nnc(-c2nonc2/N=N\c2nonc2-c2nnc(N)o2)o1,4,16,0,0,0,0,4,4,16,2,16,4,4,0,0,2,0,0,0,0,332.2000000000001,0.3126103287735247,-0.40152773,5.334865558433727,0.0305451887545145,-0.159390035,232.43999999999997,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.50117294,0,0,0,10.669731116867451,0,0,0,0,0,0,7.585410997732426,28.46462760178919,0,0,0,0,0,0,0,19.11473655680005,0,0,0,0,0.1565972125426095,0.8994016095383534,5717.913532937974,0.5321658107281217,0.5057194461167971,-0.674292595,8,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0,0,0,233,215.8944
892,NNC(=O)c1nnnn1O,4,8,0,0,0,0,1,1,7,3,8,1,1,0,1,1,0,0,0,0,144.09400000000002,0.3078540897338992,-0.408593374,10.535925925925929,0.224398148148148,-0.756944444,118.95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.756944444,-0.358796296,0,0,0,4.712592592592593,0,0,1.745925925925926,0,0,0,0,9.114027777777778,0,0,0.224398148148148,0,8.616203703703704,10.535925925925929,0,0,0,0,0,0,0.2590132475944104,0.7449740776479692,714.0298684828731,0.1201115693283674,0.5829527947034573,-0.44415451,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3571428571428571,1,0,0,232.2,296.2272
893,Oc1nnc2nncn2n1,1,7,0,0,0,0,2,2,7,1,7,2,0,0,0,0,0,0,0,0,138.09,0.3507305631421506,-0.476889663,8.6875,0.2618518518518522,-0.396018519,89.09,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3231481481481482,0,0,0,0,-0.396018519,0.2618518518518522,0,0,0,0,0,0,0,0,0,0,17.232314814814814,0,0,1.224537037037037,0,8.6875,0,0,0,0,0,0,0,0.2199989603399971,0.7800010397056991,576.8294973077687,9.2361616113286e-06,0.6082989354768628,-0.695198783,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9166666666666666,2,0,0,232,343.9248
894,Nc1nnnn1NC(=O)C(=O)Nn1nnnc1N,6,14,0,0,0,0,2,2,12,4,14,2,2,0,2,2,0,0,0,0,254.174,0.3308752399528208,-0.365157505,11.38231386999244,0.1962163013353484,-1.093611111,197.44,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.187222222,-0.392432603,0,0,0,10.544042999916016,0,0,4.007403628117913,0,0,0,0,19.503939489376,0,0,1.426307634164777,0,0,22.76462773998488,0,0,0,0,0,0,0.1036562491132728,0.940051190105784,3392.705425506481,0.5533765666874785,0.6609645361051876,-0.566541031,4,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.4166666666666667,0,0,0,232,238.9064
895,[O-]/[N+](=N/c1nonc1Nc1nncnn1)c1nonc1Nc1nncnn1,2,19,0,0,0,0,4,4,18,2,19,4,6,0,2,0,0,0,0,0,372.2290000000001,0.4426990285508117,-0.69025778,12.271121189216426,0.0196446149526394,-0.365094902,243.44999999999996,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.2504453306988275,0,0,0,0,-0.893124437,0,0,0,0,0,0,5.111703574170205,0,0,0,3.6368595679012343,42.527609923879766,0,0,0,0,0,0,0,9.044100837100476,0,0,0,0,0.1800151220314645,0.9575708083999422,7137.761733427902,0.9516197206882008,0.6017800869894607,-0.644764379,8,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7096774193548387,0,0,0,232,146.8584
896,c1nnc(N(c2nncnn2)c2nncnn2)nn1,0,13,0,0,0,0,3,3,13,0,13,3,3,0,0,0,0,0,0,0,257.18100000000004,0.2782163480025553,-0.205167014,3.7630385487528346,0.0343518518518519,0.0343518518518519,157.91999999999996,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5189909297052155,0,0,0,0,0.1030555555555567,0,0,0,0,0,0,0,0,0,0,0,44.16962018140589,1.2083333333333333,0,0,0,0,0,0,0,0,0,0,0,0.5194490714855158,0.5194492125312287,2360.240186501739,0.2850524943065405,0.7076728063115081,-0.839875418,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8181818181818182,0,1,0,231,418.8184
897,NC(=O)NNc1nnc(-n2cccn2)nn1,4,10,0,0,0,0,2,2,8,3,10,2,3,0,2,1,0,0,0,0,221.18400000000003,0.330378325797109,-0.350230342,10.364443884838906,0.022876039304611,-0.764117798,136.53000000000003,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.932327224826774,0,0,0,-0.764117798,0.2401214096749817,0,0,0,4.824329424683862,0,0,4.392619205089443,0,0,0,0,18.616136595070127,0,0,1.394140054169816,0,0,10.364443884838906,0,0,0,0,0,0,0.0655110012847742,0.9344889988265068,2998.723644359257,2.623109271725602e-05,0.5696614583333331,-1.048900463,6,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4782608695652174,0,0,0,230.5,282.8384
898,C=CCn1nnc(CCc2nnnn2CC=C)n1,0,8,0,0,0,0,2,2,8,0,8,2,7,2,0,0,0,0,0,0,246.278,0.1747756513509647,-0.225810855,4.200265022675737,0.5567482415372028,0.5567482415372028,87.2,0,2,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,7.271008876168057,2.4676591342459853,0,3.4668293335852858,0,0,0,0,0,1.4583090304022843,0,0,0,0,0,0,0,0,0,0,0,23.478838655832703,0,0,3.190688303099017,0,0,0,0,0,0,0,0,0,0.1685128895649267,0.8829891373584439,3304.079662063864,0.7169050722686098,0.4547706250659821,-1.754115268,10,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.3125,0,0,0,230,296.2272
899,Nc1n[nH]c(=O)n1Nc1nnn[nH]1,5,10,0,0,0,0,2,2,8,4,10,2,2,0,3,1,0,0,0,0,183.135,0.3635885189459263,-0.366431038,10.986181972789115,0.012592592592592,-0.505648148,143.19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1774074074074081,0,0,0,5.33359410430839,0,0,2.494212962962963,4.526351095993953,0,0,0,13.52739134542706,0,0,0.960509259259259,0,0,10.986181972789115,0,0,0,0,0,0,0.2404558176784987,0.8327607660029098,1141.8110096451817,0.4651210549954388,0.6880170366123349,-0.655254321,3,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5555555555555556,0,0,0,228,231.3752
900,Nc1c2nc[nH]c2nn[n+]1[O-],3,7,0,0,0,0,2,2,5,2,7,2,0,0,1,1,0,0,0,0,152.117,0.2709074898564801,-0.721532316,10.695092592592593,0.0451388888888888,-0.045138889,107.42,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3985185185185185,0,0,0,0,-0.045138889,0.7542592592592596,0,0,5.3281481481481485,0,0,0,2.670648148148148,0,0,0,10.473101851851853,0,0,0.2253703703703704,0,0,0,0,0,0,0,0,0,0.3131187714980204,0.6868812285032259,692.9400815505106,1.2540438149207431e-06,0.5522065252404398,-0.946639758,4,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,2,0,0,227,302.9216
901,Nc1[nH+]nc2nnc(=O)[n-]n12,3,8,0,0,0,0,2,2,6,1,8,2,0,0,1,1,0,0,0,0,153.105,0.3811584413332663,-0.309137655,10.530833333333334,0.1453703703703708,-0.698518519,114.41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1453703703703708,0.1686111111111112,0,0,5.320833333333333,0,0,0,2.390648148148148,0,0,0,13.56351851851852,0,0,1.0787037037037035,0,0,10.530833333333334,0,0,0,0,0,0,0.2937891766043881,0.7062108233963014,714.9689475132569,1.242707461044121e-06,0.6400836027562783,-0.679272395,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7857142857142857,2,0,0,227,373.2128
902,C=CCn1nnc(CCc2nnn(CC=C)n2)n1,0,8,0,0,0,0,2,2,8,0,8,2,7,2,0,0,0,0,0,0,246.278,0.1747770964252111,-0.160324681,4.182441342277652,0.556316716692799,0.556316716692799,87.2,0,2,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,7.222625286382709,2.384310965509559,0,3.4323167016103246,0,0,0,0,0,1.3276309103888473,0,0,0,0,0,0,0,0,0,0,0,23.98564499874024,0,0,2.9808044707016568,0,0,0,0,0,0,0,0,0,0.204187826004622,0.881548801888452,2833.7993905847447,0.7134366895575527,0.4547706250659821,-1.754115268,10,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.3125,0,0,0,225,288.696
903,Nc1nnnn1NC(=O)Nn1nnnc1N,6,13,0,0,0,0,2,2,11,4,13,2,2,0,2,2,0,0,0,0,226.164,0.3553792782199313,-0.365156762,11.31611111111111,0.0834840325018893,-0.724074074,180.37,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.724074074,-0.166968065,0,0,0,10.60934870244394,0,0,4.378518518518519,0,0,0,0,19.87301429831192,0,0,1.7140495086923655,0,0,11.31611111111111,0,0,0,0,0,0,0.1155802804100492,0.8844197276604456,2635.883272949342,0.0002254882218941,0.7428237915848673,-0.565960984,3,6,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.4545454545454545,0,1,0,223,264.4288
904,N#Cc1c(-c2noc(/N=N/c3nc(-c4no[n+]([O-])c4C#N)no3)n2)no[n+]1[O-],0,18,0,0,0,0,4,4,16,0,18,4,4,0,0,0,2,0,0,0,384.1880000000001,0.3663807074834061,-0.358389833,11.184768075286982,0.1271319891648863,-0.483932297,256.0799999999999,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,2,0,2,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3.127228675987764,0,-2.809115066,0,0,0,0,0,0,0,0,17.727981249900893,0,7.052398589065255,21.087356383775244,0,0,-0.254263978,0,0,0,0,18.032211328275125,0,0,0,0,0.1267225750742353,0.8732774259863797,9839.975363061483,8.944182459405241e-05,0.4372859121055315,-0.583047883,10,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0,0,0,223,197.9032
905,Nc1c2cn[nH]c2nn[n+]1[O-],3,7,0,0,0,0,2,2,5,2,7,2,0,0,1,1,0,0,0,0,152.117,0.264788839808688,-0.721569835,10.707314814814817,0.0034722222222223,0.0034722222222223,107.42,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424351851851852,0,0,0,0,0.0034722222222223,0.8931481481481485,0,0,5.350648148148148,0,0,0,2.531759259259259,0,0,0,10.341435185185189,0,0,0.2478703703703704,0,0,0,0,0,0,0,0,0,0.3068841205323854,0.6931158794679012,702.6120870994969,9.133338289929776e-07,0.5522065252404398,-0.946639758,4,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,2,0,0,221,302.0848
906,Nc1[n+]([O-])nc(-n2cncn2)n[n+]1[O-],2,10,0,0,0,0,2,2,8,1,10,2,1,0,0,1,0,0,0,0,196.13,0.5812812976932558,-0.653630063,10.914043839758126,0.0446296296296298,-0.65845805,136.39,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4538955026455027,0,0,0,0,-0.865217309,0,0,0,5.0347661564625845,0,0,0,0,0,0,0,13.913282785336357,0,0,0.968518518518518,0,0,0,0,0,0,0,0,0,0.2055882546594251,0.7944117453530082,1498.5312690088945,6.067876613843275e-06,0.5710498138989444,-0.652628359,4,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6111111111111112,0,0,0,221,258.1528
907,[O-][n+]1ncnn2cnnc21,0,7,0,0,0,0,2,2,6,0,7,2,0,0,0,0,0,0,0,0,138.09,0.4669733661283693,-0.721376806,10.682037037037038,0.0717592592592595,0.0717592592592595,82.91,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453148148148148,0,0,0,0,0,0.0717592592592595,0,0,0,0,0,0,0,0,0,0,13.87638888888889,0,0,1.583333333333333,0,0,0,0,0,0,0,0,0,0.4080216703100895,0.5919783297112006,510.3421348903673,6.663372508664642e-06,0.6082989354768628,-0.695198783,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9166666666666666,2,0,0,220,295.3904
908,Nc1noc(-c2c(N)no[n+]2[O-])n1,4,9,0,0,0,0,2,2,8,2,9,2,1,0,0,2,0,0,0,0,184.115,0.3178089047242018,-0.365133596,10.888631897203323,0.057824074074074,-0.148888889,143.93,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.523425926,0,0,0,10.45410997732426,0,0,0,0,0,0,0,10.029684429327286,0,0,0.057824074074074,0,0,0,0,8.759842214663642,0,0,0,0,0.2583146740266673,0.7416853260486974,1191.944027217107,1.5566669033003368e-05,0.4562365912608966,-0.608315455,4,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5882352941176471,0,0,0,219,269.868
909,c1nnc(Nc2nonc2/N=N\c2nonc2Nc2nncnn2)nn1,2,18,0,0,0,0,4,4,18,2,18,4,6,0,2,0,0,0,0,0,356.2300000000001,0.267371222438799,-0.299974609,4.58941152966135,0.0225023095658007,-0.02250231,229.73999999999995,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.3342030467482098,0,0,0,0,0.2339598415833326,0,0,0,0,0,0,5.314203574170205,0,0,0,7.662608024691359,43.2762024534842,0,0,0,0,0,0,0,9.1788230593227,0,0,0,0,0.0706237151422321,0.9598407200387168,8531.621051928694,0.4504814378711437,0.6288072312831597,-0.718636836,8,4,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,0,0,0,219,218.4048
910,Nc1nonc1-c1nn2c(N)nnc2n1N,6,11,0,0,0,0,3,3,11,3,11,3,1,0,0,3,0,0,0,0,222.172,0.2740098360355892,-0.378858725,5.722685185185185,0.0754478458049889,0.0754478458049889,164.99,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6293603552532139,0.259166666666667,0,0,16.757107662509448,0,0,0,0,0,0,0,18.34906108276644,0,0,2.391574074074074,0,0,0,0,4.447063492063492,0,0,0,0,0.245004041368141,0.7826786277143024,1762.2682957772013,0.3414867277349631,0.6301424121851537,-0.864195308,5,6,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.6818181818181818,2,0,0,217,239.3248
