can_smiles,bde_gnn,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MaxPartialCharge,MinPartialCharge,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,NO2_content,benzene,ring_content,Td
O=[N+]([O-])C(F)(c1nc(-c2noc(C(F)([N+](=O)[O-])[N+](=O)[O-])n2)no1)[N+](=O)[O-],112.5701,0,18,0,0,0,0,2,14,0,20,2,7,0,0,0,4,0,0,0.6968125801352547,-0.319020189,-4.552245843,250.4,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.752434912,0,-9.104491686,0,0,0,0,0,0,0,0,0,11.434407596371882,0,-8.063450109,0,0,0,42.02503472851237,0,7.9879864260519025,27.614579893711387,0,0,0,0.2034991830018851,0.960607966795243,5728.163418072823,0.7715398379808266,0.2931108482418582,-0.083745957,6,0,10,8,0,0,0,2,0.5384615384615384,0,0.3846153846153846,151
O=[N+]([O-])C(F)(c1no[n+]([O-])c1-c1no[n+]([O-])c1-c1c(C(F)([N+](=O)[O-])[N+](=O)[O-])no[n+]1[O-])[N+](=O)[O-],124.97523,0,24,0,0,0,0,3,17,0,26,3,8,0,0,0,4,0,0,0.6905490738023233,-0.358879787,-4.993583829,331.4699999999999,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.35240279,0,-9.957014598,0,0,0,0,0,0,0,0,0,7.759727654950869,0,-8.905969005,-3.077125535,0,0,43.89312240802862,0,11.634639786470144,29.245528495374277,0,0,0,0.4975796029830277,0.9276149807310892,5081.339251873449,1.181677731080197,0.2810454892198978,-0.064238969,8,0,14,10,0,0,0,2,0.4117647058823529,0,0.4411764705882353,136
O=[N+]([O-])C(F)(c1nonc1/N=N/c1nonc1C(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],108.63079,0,20,0,0,0,0,2,16,0,22,2,8,0,0,0,4,0,0,0.6673139561019111,-0.255554206,-4.592481576,275.11999999999995,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.146606303,0,-9.184963152,0,0,0,0,0,0,0,0,5.733559145880575,10.766109615142351,0,-8.108328856,0,0,0,42.6082899565295,0,7.766777447089947,28.123538856926302,0,0,0,0.4002883386606251,0.8653373933083648,4121.004721660652,0.8643376956145511,0.3413618386723949,-0.078025563,6,0,10,10,0,0,0,2,0.5,0,0.3571428571428571,166
O=[N+]([O-])C(F)(c1nonc1/N=N\c1nonc1C(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],108.63082,0,20,0,0,0,0,2,16,0,22,2,8,0,0,0,4,0,0,0.6673139561019111,-0.255554206,-4.592481576,275.11999999999995,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.146606303,0,-9.184963152,0,0,0,0,0,0,0,0,5.733559145880575,10.766109615142351,0,-8.108328856,0,0,0,42.6082899565295,0,7.766777447089947,28.123538856926302,0,0,0,0.1904583621064498,0.9493021252856454,6254.237508745217,0.8150278419361005,0.3413618386723949,-0.078025563,6,0,10,10,0,0,0,2,0.5,0,0.3571428571428571,166
O=[N+]([O-])C(F)(Cn1cnnn1)[N+](=O)[O-],81.7933,0,10,0,0,0,0,1,8,0,11,1,4,0,0,0,2,0,0,0.6335145494995712,-0.255864286,-3.810138889,129.88,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,2,0,0,1,0,0,0,0,0,-1.180555556,0,0,0.8346527777777779,0,0,0,0,0,0,-3.810138889,0,0,0,0,0,0,0,0,0,9.163813775510205,0,-3.288333333,0.5611111111111111,0,0,20.191808390022675,0,0,13.085833333333332,0,0,0,0.3481433224851593,0.892280271608071,1114.3356086738252,0.7194097791783324,0.4075829843808377,-0.27172199,3,3,4,6,0,0,0,1,0.5,0,0.3571428571428571,155
O=[N+]([O-])C(F)(CNc1nc[nH]n1)[N+](=O)[O-],164.03673,2,10,0,0,0,0,1,7,2,11,1,5,0,2,0,2,0,0,0.6311009236407945,-0.336151975,-3.791041667,139.88,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,-1.161851852,0,0,1.1255602796674224,0,0,0,0,-0.16599537,0,-3.791041667,0,0,0,0,2.016111111111111,2.2386725245653816,0,0,0,6.827216553287983,0,-3.26457483,0,0,0,20.24497968631897,0,0,13.102610544217688,0,0,0,0.2314986151824182,0.9298155810217996,1768.2522747723342,0.5360505408454367,0.3816100308922405,-0.472469562,4,5,4,6,0,0,0,1,0.4666666666666667,0,0.3333333333333333,161
O=[N+]([O-])C(F)(CNn1ccnn1)[N+](=O)[O-],130.18466,1,10,0,0,0,0,1,8,1,11,1,5,0,1,0,2,0,0,0.6326951924040807,-0.290534774,-3.785763889,129.02,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,-1.156388889,0,0,2.4221655328798186,0,0,0,0,0,0,-3.785763889,0,0,0,0,2.012638888888889,0,0,0,0,6.5825226757369615,0,-3.256094104,0.8207638888888891,0,0,20.251652494331065,0,0,13.10685090702948,0,0,0,0.2445802011658645,0.9299674905864976,1731.1845660369202,0.5852637494540763,0.3816100308922405,-0.472469562,4,5,4,6,0,0,0,1,0.4666666666666667,0,0.3333333333333333,132
O=[N+]([O-])C(F)(CNn1cnnc1)[N+](=O)[O-],151.1995,1,10,0,0,0,0,1,8,1,11,1,5,0,1,0,2,0,0,0.632646211558716,-0.305766421,-3.773541667,129.02,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,-1.133888889,0,0,2.1395068027210886,0,0,0,0,0,0,-3.773541667,0,0,0,0,2.06125,0,0,0,0,6.60171768707483,0,-3.241354875,0.959652777777778,0,0,20.26121882086168,0,0,13.11422052154195,0,0,0,0.3347535399244183,0.891758478855033,1344.0592213345417,0.7524631273871759,0.3816100308922405,-0.472469562,4,5,4,6,0,0,0,1,0.4666666666666667,0,0.3333333333333333,161
O=[N+]([O-])C(F)(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],174.13094,0,14,0,0,0,0,0,10,0,16,0,10,0,0,0,4,0,0,0.6373515213934369,-0.336693247,-4.205981867,191.02,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,2,0,0,0,0,0,-4.812372449,0,0,0,0,0,0,0,0,0,-8.411963735,0,0,0,0,0,0,0,0,0,0,0,-7.664716081,0,0,0,40.3750815696649,7.967738095238095,0,26.17115102985639,0,0,0,0.1655973976519307,0.963798628927726,4527.0230542170375,0.8192192644307857,0.1749360390107367,-0.149945176,5,6,10,4,0,0,0,2,0.6666666666666666,0,0,150
O=[N+]([O-])C(ON=C(c1ncon1)c1ncon1)(c1ncon1)c1ncon1,220.78757,0,17,0,0,0,0,4,16,0,17,4,7,0,0,0,1,0,0,0.5099416410616321,-0.342358813,-2.709601757,220.4099999999999,0,0,0,0,0,4,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,3.674777966742253,0,0,0,-0.253967782,-1.401674225,0,-2.709601757,0,0,0,0,0,0,0,0,3.676018518518519,28.760401864449488,0,-0.934248394,0,0,0,11.872239543965737,5.165277777777778,18.361870275888133,0,0,0,0,0.4160818010961202,0.8002850675536,4370.954550683473,0.7861996776079856,0.3721375313991041,-0.637950054,10,4,7,10,0,0,0,0,0.1481481481481481,0,0.7407407407407407,137
O=[N+]([O-])c1[nH]ncc1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],139.42001,1,14,0,0,0,0,1,9,1,14,1,5,0,1,0,4,0,0,0.7382603215252839,-0.357832177,-4.07400463,201.24,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.2981481481481483,0,0,0,0,-2.65962963,0,-4.07400463,0,0,0,0,0,1.612662037037037,0,0,0,2.9765046296296296,0,-6.811365741,0,0,0,42.37050925925926,0,0,0,0,0,0,0.593444034167507,0.8652721614983403,1370.5530189108024,0.6132955310675279,0.3204957000160248,-0.0610468,4,2,8,6,0,0,1,0,0.7777777777777778,0,0.2777777777777778,117
O=[N+]([O-])c1[nH]ncc1C([N+](=O)[O-])[N+](=O)[O-],102.582794,1,11,0,0,0,0,1,7,1,11,1,4,0,1,0,3,0,0,0.4860138498071997,-0.357837561,-2.385046296,158.10000000000002,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6888888888888889,-2.385046296,0,0,0,-1.538518519,0,0,0,0,0,0,0,1.837453703703704,0,0,0,3.1535185185185184,0,-3.488055556,0,0,0,30.94921296296296,0,0,0,0,0,0,0.463499706314063,0.7885049985199727,1236.774269151346,0.585630617249911,0.3224365145534024,-0.257949212,4,3,6,5,0,0,0,1,0.7333333333333333,0,0.3333333333333333,117
O=[N+]([O-])C1=NC[N+]([O-])=C1c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,264.81375,0,12,0,1,1,1,1,8,0,12,2,3,0,0,0,3,2,2,0.4382437118965468,-0.620145803,-0.932638889,167.85000000000002,0,0,1,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,-0.553436319,0,0,2.381227324263038,0,0,0,-1.34111489,-1.62199452,0,0,0,0,0,0,0,0,0,0,3.377335600907029,0,0,-2.729999055,0,0,0,32.304363189720334,0,0,0,0,0,0,0.4370952116010618,0.7163633852944055,3068.724857177272,0.6729067862572096,0.2371538823784502,-0.731789123,9,5,7,5,0,0,0,0,0.5714285714285714,1,0.5238095238095238,153
O=[N+]([O-])c1c(C2CC2)no[n+]1[O-],263.59515,0,7,1,0,1,0,1,5,0,7,2,2,0,0,0,1,0,0,0.5819670330370321,-0.265503863,-0.766712963,96.11,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.840648148148148,0,0,0,0.0456944444444442,0,0,0,-0.395833333,0,0,0,0,0,0,0,0,0,0,0,3.332777777777778,0,-0.766712963,-0.159074074,0,0,10.320648148148148,0,4.127685185185185,0,0,0,0,0.3954537419322699,0.6494951252031913,891.1673106696283,0.4494024937960821,0.2454532703726213,-0.794801066,5,5,4,3,0,0,0,0,0.3333333333333333,0,0.4166666666666667,211
O=[N+]([O-])c1c(-c2no[n+]([O-])c2-c2no[n+]([O-])c2[N+](=O)[O-])no[n+]1[O-],92.41981,0,18,0,0,0,0,3,13,0,18,3,4,0,0,0,2,0,0,0.5909296530026328,-0.358848578,-1.328520408,245.18999999999997,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.213250189,0,0,0,0,0,0,0,0,0,0,0,9.150678382464095,0,-2.446404478,-1.681786187,0,0,21.719032501889643,0,12.211302910052911,0,0,0,0,0.2763248622818391,0.8185860296614457,3983.396665944283,0.5607485237691481,0.3254754266052912,-0.092992979,6,0,10,8,0,0,0,0,0.3333333333333333,0,0.625,130.7
O=[N+]([O-])c1c(I)c([N+](=O)[O-])c(I)c([N+](=O)[O-])c1I,231.48605,0,9,0,0,0,1,1,6,0,12,1,3,0,0,0,3,3,0,0.3094536971483552,-0.258236272,-0.861481481,129.42000000000002,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-2.508288889,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.584444444,0,0,0,32.55553106575964,0,0,0,0,0,4.34167120181406,0.5141648566097405,0.5177263313952409,6445.480878884584,0.3768668150006465,0.0710908897024846,-0.162493462,6,0,6,3,0,0,0,0,0.6666666666666666,1,0.3333333333333333,367
O=[N+]([O-])c1c(I)nn2c1Nc1c([N+](=O)[O-])c(I)nn1C2,277.16006,1,11,0,1,1,0,2,9,1,13,3,2,0,1,0,2,0,0,0.3442935881414778,-0.313568789,-0.572980442,133.95,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0.0747518518518517,0,0,0,0,0,0,0,0.2349244142101312,0,0,0,0,0,0,2.6900296296296298,0,0,0,0,8.042197656840514,0,-1.145960884,2.6938737717309142,0,0,22.080949571680527,0,0,0,0,0,3.4882844167296554,0.0911701953107792,0.9091635331873976,9889.409879079358,0.0791138106652827,0.1948488330940801,-0.365838625,7,3,4,7,0,0,0,0,0.4,0,0.8,320
O=[N+]([O-])c1c(-n2cncn2)c([N+](=O)[O-])c(-n2cncn2)c([N+](=O)[O-])c1-n1cncn1,284.84848,0,18,0,0,0,1,4,15,0,18,4,6,0,0,0,3,3,0,0.3343825633061597,-0.258164243,-1.014736867,221.54999999999995,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5.864719387755102,0,0,0,0,-5.090651927,0,0,0,0,0,0,0,0,0,0,0,22.119760487528342,0,-3.044210601,2.2525283446712017,0,0,35.948927154195005,0,0,0,0,0,0,0.5321400284021528,0.5458304713963368,5110.1315122114975,0.6794389115961051,0.4055443708992946,-0.811088742,12,6,6,12,0,0,0,0,0.4,1,0.7,228
O=[N+]([O-])c1c[nH]nc1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],93.009636,1,14,0,0,0,0,1,9,1,14,1,5,0,1,0,4,0,0,0.7540609090943035,-0.277445741,-4.122615741,201.24,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.472800925925926,0,0,0,0,-2.729074074,0,-4.122615741,0,0,0,0,0,1.7445601851851853,0,0,0,2.882037037037037,0,-6.854560185,0,0,0,42.34509259259259,0,0,0,0,0,0,0.6002421857538155,0.8459746014811086,1374.6734187625675,0.6118189644130171,0.3204957000160248,-0.0610468,4,2,8,6,0,0,1,0,0.7777777777777778,0,0.2777777777777778,154.2
O=[N+]([O-])c1c[nH]nc1-c1n[nH]c(-c2n[nH]cc2[N+](=O)[O-])n1,297.66544,3,13,0,0,0,0,3,8,3,13,3,4,0,3,0,2,0,0,0.3175492841227154,-0.277808275,-0.646962711,185.21,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.1774634668682284,0,0,0,0,-0.824603227,0,0,0,0,0,0,0,7.1118833459309645,0,0,0,15.08281541320232,0,-1.287814311,0,0,0,21.620127656000676,0,0,0,0,0,0,0.211322827547128,0.8689934724441549,3529.103018836636,0.5164032795436042,0.4327116251755745,-0.796738865,8,5,4,9,0,0,0,0,0.3809523809523809,0,0.7142857142857143,354
O=[N+]([O-])c1c[nH]nc1-c1n[nH]cc1[N+](=O)[O-],284.73773,2,10,0,0,0,0,2,6,2,10,2,3,0,2,0,2,0,0,0.3161455623923546,-0.277861825,-0.697183485,143.64,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.070910808767952,0,0,0,0,-1.068240741,0,0,0,0,0,0,0,4.531912320483749,0,0,0,7.138703703703704,0,-1.394366969,0,0,0,21.193873771730917,0,0,0,0,0,0,0.4986879503058684,0.7638562659751136,1309.752030431452,0.6444554600370417,0.3747724595781132,-0.713852304,6,4,4,6,0,0,0,0,0.5,0,0.625,365
O=[N+]([O-])c1c[nH]nc1-c1nc(-c2n[nH]c(-c3n[nH]cc3[N+](=O)[O-])n2)n[nH]1,302.8489,4,16,0,0,0,0,4,10,4,16,4,5,0,4,0,2,0,0,0.3174575672617169,-0.277808275,-0.622389835,226.77999999999997,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.2204981071969634,0,0,0,0,-0.544428595,0,0,0,0,0,0,0,9.755628800063256,0,0,0,23.37253698819085,0,-1.244779671,0,0,0,21.886938851962164,0,0,0,0,0,0,0.2119644646190133,0.8088052438355644,5912.330684236289,0.2991103018858694,0.4689619749998605,-0.84859786,10,6,4,12,0,0,0,0,0.3076923076923077,0,0.7692307692307693,425
O=[N+]([O-])c1c[nH]nc1-c1nc(-c2nonc2[N+](=O)[O-])no1,264.85706,1,14,0,0,0,0,3,11,1,14,3,4,0,1,0,2,0,0,0.4456231020899294,-0.357639441,-0.8483516,192.8,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1.0270959309649783,0,0,0,0,-2.297780665,0,0,0,0,0,0,0,2.2776472348198538,0,0,0,17.139825680272107,0,-1.553894558,0,0,0,21.44944171495759,0,9.008222946586042,0,0,0,0,0.2599983521723515,0.7729536220770438,3224.185430078281,0.3079416560103227,0.3807671778692677,-0.4895578,7,2,6,8,0,0,0,0,0.3809523809523809,0,0.7142857142857143,272
O=[N+]([O-])c1c[nH]nc1-c1nnc(-c2n[nH]cc2[N+](=O)[O-])o1,295.0384,2,13,0,0,0,0,3,9,2,13,3,4,0,2,0,2,0,0,0.3192493223550692,-0.4124501,-0.6808516,182.56,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2.10357457797934,0,0,0,0,-1.566825449,0,0,0,0,0,0,0,4.6046771856890905,0,0,0,14.42580010707987,0,-1.3617032,0,0,0,21.568256907701358,0,5.157962962962963,0,0,0,0,0.1796315264582206,0.8533261195229707,3875.389490799538,0.3139826033577615,0.3833371552960424,-0.71191186,8,4,5,8,0,0,0,0,0.3809523809523809,0,0.7142857142857143,338
O=[N+]([O-])c1c[nH]nc1-c1nnc(-c2nnc(-c3n[nH]cc3[N+](=O)[O-])o2)o1,312.95203,2,16,0,0,0,0,4,12,2,16,4,5,0,2,0,2,0,0,0.3192493342895014,-0.4103064,-0.676375175,221.48,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2.1125274281846176,0,0,0,0,-2.078369922,0,0,0,0,0,0,0,4.640480935361818,0,0,0,21.90180475085147,0,-1.35275035,0,0,0,21.80903761739426,0,10.491565255731922,0,0,0,0,0.1184805591632928,0.8948749740024419,7369.524994118946,0.2312646433740467,0.3886664852889734,-0.71070443,10,4,6,10,0,0,0,0,0.3076923076923077,0,0.7692307692307693,368
O=[N+]([O-])c1c[nH]nc1-c1noc(-c2n[nH]cc2[N+](=O)[O-])n1,280.1552,2,13,0,0,0,0,3,9,2,13,3,4,0,2,0,2,0,0,0.3192896356691053,-0.331451356,-0.6808516,182.56,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2.1096856890904507,0,0,0,0,-1.461825449,0,0,0,0,0,0,0,4.610788296800202,0,0,0,14.619204302091209,0,-1.355592089,0,0,0,21.57194171495759,0,4.83385582010582,0,0,0,0,0.1761771570259435,0.8313565760423984,3936.074588746246,0.1249674150843557,0.3833371552960424,-0.71191186,8,4,5,8,0,0,0,0,0.3809523809523809,0,0.7142857142857143,314
O=[N+]([O-])c1cc([N+](=O)[O-])[nH]n1,276.21042,1,8,0,0,0,0,1,5,1,8,1,2,0,1,0,2,0,0,0.4195863595144354,-0.357805988,-0.815972222,114.96,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7499999999999998,0,0,0,0,-1.047777778,0,0,0,0,0,0,0,1.8957870370370369,0,0,0,3.071203703703704,0,-1.607638889,0,0,0,19.88587962962963,0,0,0,0,0,0,0.1677661287806207,0.8322338712198308,987.8581392133868,9.82183499571756e-07,0.3542666995628601,-0.303657171,3,2,4,4,0,0,0,0,0.7272727272727273,0,0.4545454545454545,295
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/N=C(/N/N=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])n2ncc3c([N+](=O)[O-])cc([N+](=O)[O-])cc32)c([N+](=O)[O-])c1,241.11255,1,30,0,0,0,3,4,21,1,30,4,12,0,1,0,8,8,4,0.2915644818605536,-0.258304852,-1.224400612,412.0499999999999,0,0,0,0,2,7,0,0,0,1,10,2,0,0,0,0,0,1,0,0,0,3,1,0,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0.7736299053197424,3.607055870038929,0,0,0,-0.89191526,-10.42099122,-0.848618198,0,0,0,0,0,2.045228337062302,0,0,0,10.59522210657041,3.8013119314147454,0,-9.224409081,0.5429915870031308,0,0,92.0935803420077,0,0,0,0,0,0,0.4861007182337614,0.7211145401457361,21196.094133222414,1.344852446970188,0.2698223027406234,-0.726868244,22,10,16,14,0,0,0,0,0.6153846153846154,3,0.4423076923076923,192
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/N=C(N/N=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])N/N=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,248.44434,2,33,0,0,0,3,3,22,2,33,3,15,0,2,0,9,9,3,0.2915644818483313,-0.258302309,-1.258846304,461.7599999999999,0,0,0,0,3,6,0,0,0,1,12,0,0,0,0,0,0,2,0,0,0,4,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1.0139849540544672,2.012894396969073,0,0,0,-1.00425611,-13.4501095,0,0,0,0,0,0,3.791390011136584,0,0,0,13.558125664585802,0,0,-11.06403473,0,0,0,102.90433598994626,0,0,0,0,0,0,0.2682917050341519,0.917298628544304,22743.224770856035,1.3610853118498616,0.2715223482287043,-0.651653636,22,11,18,15,0,0,0,0,0.6545454545454545,3,0.3272727272727272,178
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,252.98688,1,20,0,0,0,2,2,14,1,20,2,9,0,1,0,6,6,2,0.30771922316677,-0.265943637,-1.213660242,283.23,0,0,0,0,1,4,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.3837862181909799,1.5411923658352218,0,0,0,0,-8.426935848,0,0,0,0,0,0,1.813289635298564,0,0,0,3.300631141345427,0,0,-7.070506084,0,0,0,66.64593795225218,0,0,0,0,0,0,0.2519565528269876,0.9576340262966424,8635.794959023226,1.0484409495892852,0.2402222055401245,-0.583396785,13,6,12,8,0,0,0,0,0.7272727272727273,2,0.3636363636363636,208
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/Nc2nnc(N/N=C/c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nn2)c([N+](=O)[O-])c1,252.1745,2,26,0,0,0,2,3,20,2,26,3,12,0,2,0,6,6,2,0.2915629831288534,-0.258302309,-1.095377324,359.1799999999999,0,0,0,0,2,4,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,2,4,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1.2020153737956767,1.9796018136661435,0,0,0,0,-8.150854021,0,0,0,0,0,0,4.196394491140717,0,0,0,6.982923341011919,13.908561867558982,0,-6.495804378,0,0,0,67.02191408930562,0,0,0,0,0,0,0.0895457983169768,0.9488099410348902,25422.408932044254,0.6825264215189937,0.3331486284814878,-0.652699354,16,8,12,14,0,0,0,0,0.5714285714285714,2,0.4285714285714285,230
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/Nc2nnc(-n3ncc4c([N+](=O)[O-])cc([N+](=O)[O-])cc43)nn2)c([N+](=O)[O-])c1,241.95793,1,23,0,0,0,2,4,18,1,23,4,9,0,1,0,5,5,3,0.2915629831288534,-0.258304852,-1.070593594,309.4699999999999,0,0,0,0,1,5,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,1,5,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0.635453378663779,3.855362370845654,0,0,0,0,-5.48253386,-0.163603607,0,0,0,0,0,2.1554311639205217,0,0,0,3.5457434598163315,18.43917955313907,0,-4.849275369,0.8948162845385066,0,0,56.06804664577382,0,0,0,0,0,0,0.1418956504827684,0.974198924003061,18075.468976279903,1.004716360124454,0.3362195254871023,-0.753722892,16,7,10,13,0,0,0,0,0.5128205128205128,2,0.5897435897435898,266
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nnc(-c3nnc(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])o3)o2)c([N+](=O)[O-])c1,270.09048,0,24,0,0,0,2,4,18,0,24,4,9,0,0,0,6,6,2,0.3057226336961514,-0.411635473,-1.183666213,336.6799999999999,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,1.6264462582851136,0,0,0,0,-11.84702178,0,0,0,0,0,0,0,0,0,0,0,13.689991755145074,0,-6.957753551,0,0,0,68.10551033359079,0,10.277316648065204,0,0,0,0,0.1210247345617652,0.8990999912487077,17524.490422727846,0.3547837460645357,0.2498821983921863,-0.571159311,16,4,14,10,0,0,0,0,0.6,2,0.55,335
