can_smiles,bde_gnn,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,NumRotatableBonds,fr_aryl_methyl,fr_NH1,fr_NH2,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,MaxPartialCharge,MinPartialCharge,MinEStateIndex,TPSA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,NPR1,NPR2,PMI3,PBF,Nper,OB,C,H,O,N,N_NO2,O_NO2,c_3NO2,c_2NO2,NO2_content,benzene,ring_content,Td
CCOC(=O)CNC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],150.06247,1,14,0,0,0,0,0,10,1,14,0,8,0,1,0,3,0,0,0.7336921510421558,-0.464670304,-3.915409266,194.05,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,5,2,0,0,0,0,0,1.4958575050390528,0,-2.396460423,0,0,0,0,0,0,-2.350444381,0,0,-3.915409266,0,0,0,0,1.753099962207105,0,0,0,0,0,0,-5.399920163,0,0,0,53.427222046857466,8.455643069727891,0,0,0,0,0,0.1842931338190721,0.9582165352319648,4499.51716559688,0.7048841846605166,0.1805432417183848,-0.46425405,7,10,10,4,0,0,1,0,0.4761904761904761,0,0,177
CCOC(=O)CNCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],140.6326,1,12,0,0,0,0,0,9,1,12,0,8,0,1,0,3,0,0,0.7119324891266561,-0.465032126,-3.618556902,167.75000000000003,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,1.5072006094104309,0,-1.796340467,0,0,0,0,0,0,-0.83199641,0,0,-3.618556902,0,0,0,0,1.9553703703703704,0,0,0,0,0,0,-4.901327239,0,0,0,42.25972482048375,4.427045068027211,0,0,0,0,0,0.2517617369841789,0.9759987225426006,2559.232052154829,0.7600028562701999,0.2103950166437488,-0.541015757,6,10,8,4,0,0,1,0,0.5555555555555556,0,0,123
Cln1nc2c3nn(Cl)nc3c3nn(Cl)nc3c2n1,282.0016,0,9,0,0,0,1,4,9,0,12,4,0,0,0,0,0,0,0,0.1465956995319241,-0.133948375,0.4273765432098766,92.13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564259259259261,0,0,0,0,0,0,0,0,0,0,23.94246409674981,0,0,2.678718820861678,0,0,0,0,0,0,17.147891156462585,0,0,0.4999996592494568,0.5000003407615944,3784.7867340870994,7.562830802352792e-06,0.4138094112083234,-0.630566722,6,0,0,9,0,0,0,0,0,1,1.1666666666666667,207
CN(C)/C=N/c1no[n+]([O-])c1-c1c([N+](=O)[O-])no[n+]1[O-],102.44992,0,13,0,0,0,0,2,9,0,13,2,4,0,0,0,1,0,0,0.4445967215425427,-0.368597378,-0.986435185,164.68,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,1,0,2,0,0,0,0,3.2859920634920634,0,0,0,1.259762849584278,0,0,0,0,0,-2.609343348,0,0,0,0,0,0,0,0,0,0,3.755021730914588,6.232922178130512,1.514765762786596,-0.986435185,-0.496018519,0,0,10.740843568909046,0,8.377880054799698,0,0,0,0,0.4480979924294013,0.7299439151785669,2512.507183649884,0.6240503647530431,0.3436474317614387,-0.645215586,7,7,6,7,0,0,0,0,0.2,0,0.5,133
CN(C)/C=N/c1no[n+]([O-])c1-c1c[n+]([O-])on1,264.0104,0,10,0,0,0,0,2,7,0,10,2,3,0,0,0,0,0,0,0.3464350624013078,-0.368597378,-0.09587963,121.54,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,2,0,0,0,0,3.492473544973545,0,0,0,1.4232997921390778,0.9678703703703704,0,0,0,0,-0.105364701,0,0,0,0,0,0,0,0,0,0,3.89443216175359,6.805210695389267,1.643033273494583,0,0.1963888888888887,0,0,0,0,8.628521589191234,0,0,0,0,0.3157548823264508,0.686867623897954,2518.3279636364828,0.1448055459384896,0.3497391528818089,-0.932637741,7,8,4,6,0,0,0,0,0,0,0.5882352941176471,127
CN(c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-])[N+](=O)[O-],129.98022,1,12,0,0,0,0,1,7,1,12,1,4,0,1,0,3,0,0,0.4494899252720384,-0.357747142,-1.056712963,161.34000000000003,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0.8381481481481481,0,0,0,0,0,0,0,0,0,-2.697407407,0,0,0,0,0,0,0,1.754074074074074,0,0,0,3.0285185185185184,0.1525462962962962,-3.125972222,0,0,0,31.275046296296296,0,0,0,0,0,0,0.4890479598911745,0.6503539984036214,1525.9045940249673,0.6132917697979539,0.3618942579444406,-0.275728958,4,4,6,6,1,0,0,0,0.75,0,0.3125,178
CN(c1c([N+](=O)[O-])nn(/N=N/n2nc([N+](=O)[O-])c(N(C)[N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-])[N+](=O)[O-],138.16904,0,26,0,0,0,0,2,18,0,26,2,10,0,0,0,6,0,0,0.4527321951297606,-0.357679243,-1.498525972,325.67999999999995,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,6,2,0,0,6,0,0,0,0,0,0,1.1942755018401596,0,0,0,0,0,0,0,0,0,-8.426238899,0,0,0,0,0,0,0,0,0,0,5.9687566137566135,6.115122826908541,-0.276513536,-8.028040644,-0.496836105,0,0,66.974737120605,0,0,0,0,0,0,0.1711570018252814,0.8892885356809,10697.281117593406,0.6440173195613528,0.3998188575788111,-0.228467919,8,6,12,14,2,0,0,0,0.7058823529411765,0,0.2941176470588235,195
CN(c1c([N+](=O)[O-])nn(N)c1[N+](=O)[O-])[N+](=O)[O-],138.16997,2,13,0,0,0,0,1,9,1,13,1,4,0,0,1,3,0,0,0.4525495238973535,-0.357681303,-1.105462963,176.49999999999997,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,0.8025925925925925,0,0,0,0,0,0,0,0,0,-3.012222222,0,0,0,5.0290325018896445,0,0,0,0,0,0,0,3.0424074074074072,0.1037962962962961,-3.279722222,0.1046296296296296,0,0,31.60474300831444,0,0,0,0,0,0,0.5380645842252756,0.6005110341038717,1692.675923348385,0.6034959074171368,0.3965572357532766,-0.291348173,4,5,6,7,1,0,0,0,0.7058823529411765,0,0.2941176470588235,176
CN(c1nn2nnnc2c(N)c1[N+](=O)[O-])[N+](=O)[O-],123.436264,2,13,0,0,0,0,2,10,1,13,2,3,0,0,1,2,0,0,0.345492958874804,-0.389807744,-0.883964475,171.51,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,4,1,2,1,0,0,2,0,0,0,0,0,0,0.9910355253212396,0,0,0,0,0,0,0,0,0,-1.69212963,-0.15074263,0,0,5.508847316704459,0,0,0,0,0,0,0,13.602021919879064,0.3567592592592592,-1.766557067,0.775462962962963,0,0,21.52098450491308,0,0,0,0,0,0,0.4106719588338189,0.6903356658370297,1996.4998950147087,0.5819498794478588,0.4938194188607663,-0.533011436,5,5,4,9,1,0,0,0,0.4444444444444444,0,0.6111111111111112,200.7
CN(CC#N)[N+](=O)[O-],170.37416,0,5,0,0,0,0,0,3,0,5,0,2,0,0,0,1,0,0,0.1647037908489032,-0.234632927,-0.635694444,70.17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.2393055555555557,0,-0.173611111,0,0,0,0,0,1.6330555555555557,0,0,0,0,0,0,0,0,0,0,7.889444444444445,0,0,0,0.7083333333333333,-0.635694444,0,0,0,9.669583333333334,0,0,0,0,0,0,0.4024259759811516,0.7539207588218241,413.1952608926957,0.5750648801852142,0.364925450943593,-0.903624926,3,5,2,3,1,0,0,0,0.5,0,0,193
CN(CC(=O)N[N+](=O)[O-])[N+](=O)[O-],190.59123,1,9,0,0,0,0,0,5,1,9,0,4,0,1,0,2,0,0,0.3049190796895699,-0.266746394,-1.073294596,118.62,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1.0273072562358276,0,-0.65875,0,0,0,0,0,0,-1.042407407,0,0,0,0,0,0,0,1.2656944444444445,0,0,0,0,0,0.4293981481481481,-1.920987339,0,0,0,30.017928004535147,0,0,0,0,0,0,0.2683571603738086,0.855719932512164,1140.2789419030255,0.660773759060887,0.3144230337330997,-0.35934061,3,6,5,4,2,0,0,0,0.6666666666666666,0,0,113
CN(CC(=O)N=[N+]=[N-])[N+](=O)[O-],189.64807,0,8,0,0,0,0,0,3,0,8,0,3,0,0,0,1,0,0,0.2435307037847255,-0.290316137,-0.882685185,112.21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1.1019784580498866,0,-0.516805556,0,0,0,0,0,0,-0.882685185,0,0,0,0,0,0,0,0,0,0,0,2.6425,0,0.5248148148148148,-0.773021542,0,0,0,20.274896541950117,0,0,0,0,0,0,0.3988976296469241,0.7356666422311913,789.5370012327318,0.7079414480309852,0.4399610320228778,-0.553093869,3,5,3,5,1,0,0,0,0.3636363636363636,0,0,56
CN(CC(=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],158.55736,1,17,0,0,0,0,0,11,1,17,0,8,0,1,0,4,0,0,0.7336924015078318,-0.423920885,-4.043635322,231.2,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,6,1,0,0,0,0,0,0.8771329618853971,0,-2.836170714,0,0,0,0,0,0,-3.078905423,0,0,-4.043635322,0,0,0,0,1.341062925170068,0,0,0,0,0,0.2618765353363566,-6.656746926,0,0,0,64.02126724430971,3.9199050453514737,0,0,0,0,0,0.1573086096452773,0.968010065924937,5480.819704764675,0.8422285837136833,0.2469418892818401,-0.235182752,6,8,11,6,1,0,1,0,0.6086956521739131,0,0,150
CN(CC(=O)NN)[N+](=O)[O-],180.91467,3,7,0,0,0,0,0,4,2,7,0,3,0,1,1,1,0,0,0.258891702123823,-0.292522778,-0.699166667,101.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1.1758333333333333,0,-0.34375,0,0,0,0,0,0,-0.597962963,0,0,0,0,4.671671390778534,0,0,1.7656944444444445,0,0,0,0,0,0.627175925925926,-0.699166667,0,0,0,20.20580782312925,0,0,0,0,0,0,0.3322159129438128,0.8046211467347955,727.0208773891729,0.6428770459551599,0.3780667287776291,-0.756133458,3,8,3,4,1,0,0,0,0.4,0,0,116
CN(CC(=O)NNC(=O)CN(C)[N+](=O)[O-])[N+](=O)[O-],186.82101,2,12,0,0,0,0,0,6,2,12,0,6,0,2,0,2,0,0,0.2633949251354987,-0.270925536,-0.827494331,150.96000000000004,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,2.142691185978524,0,-1.14215199,0,0,0,0,0,0,-1.654988662,0,0,0,0,0,0,0,3.7572826908541193,0,0,0,0,0,1.009196900982615,-1.607308814,0,0,0,42.47690238293052,0,0,0,0,0,0,0.150451134153936,0.950587308719986,3563.1775974177667,0.8109348357751799,0.3179433606613223,-0.726727682,6,12,6,6,2,0,0,0,0.4444444444444444,0,0,201
CN(CC(=O)NNCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],154.048,2,16,0,0,0,0,0,10,2,16,0,9,0,2,0,4,0,0,0.7137846158916813,-0.289046046,-3.789399487,216.93,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0.9394228316326532,0,-2.253659297,0,0,0,0,0,0,-1.085051965,0,0,-3.789399487,0,0,0,0,3.28051634542706,0,0,0,0,0,0.346000566893424,-6.157892928,0,0,0,52.88038485764676,0,0,0,0,0,0,0.2757221642166172,0.9395310205896592,3278.6135216181638,0.9047219205834202,0.3149434226637145,-0.282806339,5,9,9,7,1,0,1,0,0.6666666666666666,0,0,108
CN(CC(=O)O)[N+](=O)[O-],188.18147,1,6,0,0,0,0,0,3,1,6,0,3,0,0,0,1,0,0,0.3286597031009081,-0.479763547,-1.213703704,83.68,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1.091388888888889,0,-0.576388889,0,0,0,0,0,0,-1.213703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4884259259259258,-0.783611111,0,0,7.986666666666666,19.470972222222223,0,0,0,0,0,0,0.3861984359027925,0.768270871541026,535.2469938206189,0.6840331193956684,0.208813417753615,-0.596609765,3,6,4,2,1,0,0,0,0.4444444444444444,0,0,153
CN(CC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],142.99832,0,15,0,0,0,0,0,10,0,15,0,8,0,0,0,4,0,0,0.7336370752056132,-0.439256439,-3.955508078,202.1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,1,0,0,0,0,0,0.8502135298563869,0,-2.804949924,0,0,0,0,0,0,-1.473032407,0,0,-3.955508078,0,0,0,0,0,0,0,0,0,0,0.2167592592592593,-6.532240174,0,0,0,52.57472611961451,4.002222222222222,0,0,0,0,0,0.3217152274479807,0.9349704326325,2611.20208435748,0.874639638608606,0.2355823595929138,-0.188465888,5,7,10,5,1,0,1,0,0.7,0,0,178
CN(CC(N)=O)[N+](=O)[O-],187.83835,2,6,0,0,0,0,0,3,1,6,0,3,0,0,1,1,0,0,0.2424534709503104,-0.36793998,-0.713703704,89.47,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1.1713888888888888,0,-0.354166667,0,0,0,0,0,0,-0.713703704,0,0,0,0,4.646111111111111,0,0,0,0,0,0,0,0,0.6134259259259258,-0.703611111,0,0,0,19.74875,0,0,0,0,0,0,0.3928276889333657,0.7526511936128956,536.5773559223736,0.6090998081371876,0.315535621717866,-0.781326301,3,7,3,3,1,0,0,0,0.4444444444444444,0,0,186
CN(Cn1c([N+](=O)[O-])n[nH]c1=O)[N+](=O)[O-],171.52115,1,11,0,0,0,0,1,7,1,11,1,4,0,1,0,2,0,0,0.4606286215123896,-0.389769812,-0.911026077,140.20000000000002,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,3,0,0,0,0,0,0,1.0725850340136054,0,-0.556898148,0,0,0,0,0,0,0,-0.769722222,0,0,0,0,0,0,0,1.829335789871504,0,0,0,3.1047439531368104,0.5177777777777777,-1.713441043,0.5444444444444445,0,0,31.58875850340136,0,0,0,0,0,0,0.5561706849735776,0.6763740507586126,1227.8068391649645,0.7396889453734025,0.3850932246514676,-0.440106542,4,6,5,6,1,0,0,0,0.5333333333333333,0,0.3333333333333333,151
CN(Cn1cc([N+](=O)[O-])c([N+](=O)[O-])n1)[N+](=O)[O-],169.50983,0,12,0,0,0,0,1,8,0,12,1,5,0,0,0,3,0,0,0.46727670252932,-0.357562069,-1.026990741,150.48000000000002,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,1.096574074074074,0,-0.442777778,0,0,0.7620370370370371,0,0,0,0,-1.765281557,0,0,0,0,0,0,0,0,0,0,0,3.283148148148148,0.569892290249433,-2.783796296,0.749074074074074,0,0,31.18223167044596,0,0,0,0,0,0,0.3137482337484957,0.8156101196270134,2154.523118427572,0.65735536650296,0.34127058288203,-0.455027444,5,6,6,6,1,0,0,0,0.7058823529411765,0,0.2941176470588235,234
CN(Cn1cc([N+](=O)[O-])nc1[N+](=O)[O-])[N+](=O)[O-],174.6627,0,12,0,0,0,0,1,8,0,12,1,5,0,0,0,3,0,0,0.440128424361644,-0.389815085,-0.957553855,150.48000000000002,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,1.0650387377173092,0,-0.523657407,0,0,0.7620370370370371,0,0,0,0,-1.570511149,0,0,0,0,0,0,0,0,0,0,0,3.137151360544218,0.5261961451247164,-2.688487339,0.7092592592592593,0,0,31.2081533446712,0,0,0,0,0,0,0.4342704773011749,0.6479579628702815,2189.2913006786043,0.6881308018392565,0.34127058288203,-0.455027444,5,6,6,6,1,0,0,0,0.7058823529411765,0,0.2941176470588235,183
CN(Cn1cnc([N+](=O)[O-])c1[N+](=O)[O-])[N+](=O)[O-],178.92142,0,12,0,0,0,0,1,8,0,12,1,5,0,0,0,3,0,0,0.4620370702869358,-0.357669901,-1.026990741,150.48000000000002,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,1.0650387377173092,0,-0.523657407,0,0,0.801851851851852,0,0,0,0,-1.851437075,0,0,0,0,0,0,0,0,0,0,0,3.22224395313681,0.5261961451247164,-2.851913265,0.7092592592592593,0,0,31.36787556689342,0,0,0,0,0,0,0.2557815253983394,0.8545919112039426,2159.1114430694265,0.7557659176673566,0.34127058288203,-0.455027444,5,6,6,6,1,0,0,0,0.7058823529411765,0,0.2941176470588235,190
CN(Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1Cl)[N+](=O)[O-],181.19966,0,12,0,0,0,0,1,8,0,13,1,5,0,0,0,3,0,0,0.4690535161203273,-0.357561345,-1.090601852,150.48000000000002,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,1,0,0,1.0512654320987656,0,-0.568935185,0,0,0,0,0,0,0,-2.72170131,0,0,0,0,0,0,0,0,0,0,0,3.2507407407407407,0.5062811791383219,-2.987623457,0.5978395061728397,0,0,31.48041698160745,0,0,0,5.5224102418745264,0,0,0.315832286376511,0.7828003795698123,2565.892499327788,0.7235390106423512,0.2993755880591909,-0.37065549,5,5,6,6,1,0,0,0,0.6666666666666666,0,0.2777777777777778,214
CN(Cn1nc([N+](=O)[O-])c(N)c1[N+](=O)[O-])[N+](=O)[O-],176.30844,2,13,0,0,0,0,1,9,1,13,1,5,0,0,1,3,0,0,0.4431490466522779,-0.384623304,-1.008935185,176.5,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,1.0212594482237338,0,-0.651435185,0,0,0,0,0,0,0,-2.531855631,0,0,0,5.202790060468631,0,0,0,0,0,0,0,3.2576851851851854,0.4614739229024942,-2.859581444,0.4824074074074074,0,0,31.55862811791383,0,0,0,0,0,0,0.441097563886303,0.6350046756316347,2314.152606867337,0.6587011198567115,0.3752575108939555,-0.459498993,5,7,6,7,1,0,0,0,0.6666666666666666,0,0.2777777777777778,165
CN(Cn1nc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],169.98251,0,12,0,0,0,0,1,8,0,12,1,5,0,0,0,3,0,0,0.4198653453774123,-0.357801514,-0.920972222,150.48000000000002,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,1.052816515495087,0,-0.572268519,0,0,0.6327239229024944,0,0,0,0,-1.43162226,0,0,0,0,0,0,0,0,0,0,0,3.283148148148148,0.5036961451247164,-2.65209845,0.5703703703703704,0,0,31.22328373015873,0,0,0,0,0,0,0.260988661089556,0.8429803355303777,2193.1582143770734,0.7655376278723485,0.34127058288203,-0.455027444,5,6,6,6,1,0,0,0,0.7058823529411765,0,0.2941176470588235,210
CN(Cn1nc([N+](=O)[O-])n(CN(C)[N+](=O)[O-])c1=O)[N+](=O)[O-],162.22888,0,15,0,0,0,0,1,10,0,15,1,7,0,0,0,3,0,0,0.4609087096540703,-0.389769727,-1.079537037,175.71999999999997,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,4,0,0,0,0,0,0,2.02489134542706,0,-1.382760771,0,0,0,0,0,0,0,-0.953288927,0,0,0,0,0,0,0,0,0,0,0,3.316688397581255,0.9001158982111359,-2.741134732,0.8941515495086922,0,0,43.61252047115142,0,0,0,0,0,0,0.2303753026104953,0.8883200394929903,3440.5945265781997,0.8497077187730232,0.3657799768121624,-0.522542824,6,10,7,8,2,0,0,0,0.5714285714285714,0,0.238095238095238,211
CN(Cn1nc([N+](=O)[O-])nc1[N+](=O)[O-])[N+](=O)[O-],158.02754,0,13,0,0,0,0,1,9,0,13,1,5,0,0,0,3,0,0,0.5079967875648043,-0.389743187,-1.032083333,163.37000000000003,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,3,0,0,0,0,0,0,1.0250387377173091,0,-0.634768519,0,0,0,0,0,0,0,-1.93162226,0,0,0,0,0,0,0,0,0,0,0,6.198077286470143,0.4636961451247163,-2.90209845,0.4592592592592592,0,0,31.077875566893425,0,0,0,0,0,0,0.4062387381077946,0.7314481383427992,1928.7992321686145,0.6731998498019705,0.3965572357532766,-0.291348173,4,5,6,7,1,0,0,0,0.7058823529411765,0,0.2941176470588235,165
CN(Cn1nc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])nn1CN(C)[N+](=O)[O-])[N+](=O)[O-],165.31804,0,20,0,0,0,0,2,14,0,20,2,9,0,0,0,4,0,0,0.4913742008852329,-0.389691183,-0.995608151,240.46,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,0,0,4,0,0,0,0,0,0,2.0654453431969664,0,-1.287884228,0,0,0,0,0,0,0,-2.908648484,0,0,0,0,0,0,0,0,0,0,0,14.053784328546234,1.0003426555807506,-3.675770958,1.3835959939531366,0,0,43.51790100768907,0,0,0,0,0,0,0.5849239421136723,0.9185726562328544,4471.656655014878,1.53677847567186,0.4176569445411244,-0.517099074,8,10,8,12,2,0,0,0,0.5714285714285714,0,0.3571428571428571,228
CN(Cn1nc([N+](=O)[O-])nc1N)[N+](=O)[O-],159.4545,2,11,0,0,0,0,1,8,1,11,1,4,0,0,1,2,0,0,0.4926406176177431,-0.389690603,-0.834305556,146.25,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,0,1.1735648148148148,0,-0.319768519,0,0,0,0,0,0,0,-0.944770408,0,0,0,5.263245464852608,0,0,0,0,0,0,0,6.670855064247922,0.6614739229024942,-1.535740741,0.8620370370370369,0,0,20.501218348450493,0,0,0,0,0,0,0.2943619271197804,0.828552347425417,1632.471545575169,0.6367744731904398,0.4513113357433972,-0.552626125,4,7,4,7,1,0,0,0,0.5333333333333333,0,0.3333333333333333,224
CN(Cn1ncc([N+](=O)[O-])c1-n1cc([N+](=O)[O-])c([N+](=O)[O-])n1)[N+](=O)[O-],178.65105,0,17,0,0,0,0,2,12,0,17,2,7,0,0,0,4,0,0,0.4677315476455826,-0.357561891,-1.143815928,211.44,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,0,4,0,0,0,0,0,0,1.046906651549509,0,-0.585685941,0,0,1.3266591080876795,0,0,0,0,-3.37194308,0,0,0,0,0,0,0,0,0,0,0,6.94468820861678,0.5203880070546736,-3.961047808,1.260486583522298,0,0,43.49310746829596,0,0,0,0,0,0,0.5233266232576078,0.6310589747598041,3844.113816381163,0.810023129476922,0.3527445485569669,-0.515119023,8,7,8,9,1,0,0,0,0.64,0,0.4,264
CN(Cn1nnc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1)[N+](=O)[O-],127.61076,0,17,0,0,0,0,1,12,0,17,1,7,0,0,0,4,0,0,0.7664361319428625,-0.252188173,-4.036271967,219.40000000000003,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,4,0,0,0,0,0,0,0.9769727891156464,0,-0.691247166,0,0,0,0,0,0,0,-1.43125189,0,-4.036271967,0,0,0,0,0,0,0,0,0,9.032452286470145,0.4143055555555555,-6.298119803,0.3644675925925928,0,0,42.54267963435374,0,0,0,0,0,0,0.3030333002961141,0.9875612240805496,2801.960118726466,0.9340182728247718,0.4102377099619391,-0.130234194,4,5,8,9,1,0,1,0,0.6666666666666666,0,0.238095238095238,134
CN(Cn1nnc(C(F)([N+](=O)[O-])[N+](=O)[O-])n1)[N+](=O)[O-],134.57307,0,14,0,0,0,0,1,10,0,15,1,6,0,0,0,3,0,0,0.6813541972683758,-0.255508894,-4.258494189,176.26,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,3,0,0,1,0,0,0,1.006679579239103,0,-0.633424036,0,0,0,0,0,0,0,-1.43125189,0,-4.258494189,0,0,0,0,0,0,0,0,0,8.904674508692366,0.4481065759637188,-4.551715482,0.4022453703703705,0,0,30.987556649974803,0,0,13.55473293020912,0,0,0,0.2629267152848399,0.9717276093525684,2559.73902261391,0.8532717481368138,0.3998115174274985,-0.25702169,4,5,6,8,1,0,0,1,0.5789473684210527,0,0.2631578947368421,184
CN(CNC(=O)NCN(C)[N+](=O)[O-])[N+](=O)[O-],169.9862,2,11,0,0,0,0,0,5,2,11,0,6,0,2,0,2,0,0,0.3174136031846686,-0.315338165,-0.733888889,133.89,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,2.3401303854875284,0,-0.609103364,0,0,0,0,0,0,-0.733888889,0,0,0,0,0,0,0,4.285986394557823,0,0,0,0,0,1.2991975308641974,-1.409869615,0,0,0,31.23530155580751,0,0,0,0,0,0,0.1617705440746477,0.9920229994417404,3001.2638394914825,0.838131727691976,0.3556488898673936,-0.745169103,5,12,5,6,2,0,0,0,0.5,0,0,162
CN(CNC(=O)OCN(C)[N+](=O)[O-])[N+](=O)[O-],173.1087,1,11,0,0,0,0,0,6,1,11,0,6,0,1,0,2,0,0,0.410139199553544,-0.422445128,-0.983888889,131.09000000000003,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,2.2498526077097507,0,-0.921603364,0,0,0,0,0,0,-0.983888889,0,0,0,0,0,0,0,2.0318820861678004,0,0,0,0,0,1.1480864197530862,-1.500147392,0,0,0,31.06378228143109,4.380198412698412,0,0,0,0,0,0.1643736217659757,0.962783222905538,2719.811529806546,0.8496050860128089,0.2951444521275698,-0.640885096,5,11,6,5,2,0,0,0,0.5,0,0,180
